PT_CODE_1,CUI_1,TERM_1,TTY_1,PT_CODE_2,CUI_2,TERM_2,TTY_2,INTRINSIC_LCH,LCH,WUPALMER,WUPALMER_PERL,SOKAL,INTRINSIC_LIN,INTRINSIC_RESNIK,NATURE_NORM,MAX_METRIC,AUTOLIST,SMQ_CODE,HLT,HLGT,IN_SNOMED,INCLUDE,POSCTRL
10012267,C0497327,Dementia,PT,10054717,C0029182,Disorder of orbit,PT,1.209172,2.95491,0.827586,0.685714,0.302288,0.634105,8.518226,1.168875,0,0,0,0,0,1,0,0
10012267,C0497327,Dementia,PT,10080883,C0268559,Hyperglycinaemia,PT,0.947475,2.95491,0.878049,0.734694,0.28734,0.617266,10.53966,1.362599,0,0,0,0,0,1,0,0
10012267,C0497327,Dementia,PT,10063093,C0265099,Basilar artery thrombosis,PT,0.937926,2.95491,0.878049,0.692308,0.285241,0.614835,10.53966,1.361384,0,0,0,0,0,1,0,0
10012267,C0497327,Dementia,PT,10063094,C0024534,Cerebral malaria,PT,0.938223,3.178054,0.9,0.782609,0.285306,0.614911,10.53966,1.361422,0,0,0,0,0,1,0,0
10012267,C0497327,Dementia,PT,10048676,C0037231,Sjogren-Larsson syndrome,PT,1.382473,3.178054,0.857143,0.489796,0.446509,0.763417,13.080297,1.689738,0,0,0,0,0,1,0,0
10012267,C0497327,Dementia,PT,10062767,C0342409,Hypophysitis,PT,2.51453,3.178054,0.913043,0.913043,0.806573,0.943438,16.144847,2.086204,0,0,0,0,0,1,0,0
10012267,C0497327,Dementia,PT,10080465,C0276386,Oropouche fever,PT,0.937562,3.178054,0.9,0.654545,0.285161,0.614742,10.53966,1.361337,0,0,0,0,0,1,0,0
10012267,C0497327,Dementia,PT,10009191,C0877792,Circadian rhythm sleep disorder,PT,0.959943,2.95491,0.878049,0.837209,0.290098,0.620433,10.53966,1.364183,0,0,0,0,0,1,0,0
10012267,C0497327,Dementia,PT,10054716,C0015397,Disorder of globe,PT,1.177079,2.95491,0.827586,0.666667,0.294896,0.625877,8.518226,1.164761,0,0,0,0,0,1,0,0
10012267,C0497327,Dementia,PT,10080683,C4552213,Broad autism phenotype,PT,1.318759,2.95491,0.848485,0.736842,0.423506,0.746096,12.791701,1.652218,0,0,0,0,0,0,0,0
10012267,C0497327,Dementia,PT,10069350,C2721559,Osmotic demyelination syndrome,PT,0.937562,2.95491,0.878049,0.818182,0.285161,0.614742,10.53966,1.361337,0,0,0,0,0,1,0,0
10012267,C0497327,Dementia,PT,10089676,C0751778,Progressive myoclonic epilepsy,PT,0.952196,2.95491,0.878049,0.8,0.288382,0.618466,10.53966,1.363199,0,0,0,0,0,1,0,0
10012267,C0497327,Dementia,PT,10089706,C0338480,Atypical migraine,PT,0.9414,3.178054,0.9,0.818182,0.286003,0.61572,10.53966,1.361826,0,0,0,0,0,1,0,0
10012267,C0497327,Dementia,PT,10044380,C0338591,Transient global amnesia,PT,1.708534,2.95491,0.848485,0.682927,0.562966,0.837467,14.358251,1.854559,0,0,0,0,1,1,0,1
10012267,C0497327,Dementia,PT,10043563,C0836924,Thrombocytosis,PT,0.314007,3.178054,0.75,0.292683,0.078345,0.253742,4.336973,0.560568,0,0,0,0,0,1,0,0
10012267,C0497327,Dementia,PT,10067502,C1295585,Decreased vibratory sense,PT,0.310031,3.178054,0.75,0.272727,0.078047,0.252961,4.336973,0.560178,0,0,0,0,0,1,0,0
10012267,C0497327,Dementia,PT,10002320,C0002902,Anencephaly,PT,0.964261,3.178054,0.9,0.782609,0.291057,0.621528,10.53966,1.36473,0,0,0,0,0,1,0,0
10012267,C0497327,Dementia,PT,10089178,C0265220,Pallister-Hall syndrome,PT,0.937562,2.95491,0.878049,0.8,0.285161,0.614742,10.53966,1.361337,0,0,0,0,0,1,0,0
10012267,C0497327,Dementia,PT,10043495,C0233660,Thought blocking,PT,1.168381,2.95491,0.814815,0.564103,0.3686,0.700161,12.00416,1.550497,0,0,0,0,0,1,0,0
10012267,C0497327,Dementia,PT,10030867,C0338481,Ophthalmic migraine,PT,0.93936,2.95491,0.878049,0.8,0.285555,0.6152,10.53966,1.361566,0,0,0,0,0,1,0,0
10012267,C0497327,Dementia,PT,10002711,C0233795,Anterograde amnesia,PT,1.711697,2.95491,0.848485,0.7,0.563884,0.837975,14.358251,1.854813,0,0,0,0,1,1,0,1
10012267,C0497327,Dementia,PT,10063341,C0271185,Metamorphopsia,PT,1.172826,2.772589,0.785714,0.511628,0.369736,0.701185,12.00416,1.551009,0,0,0,0,0,1,0,0
10012267,C0497327,Dementia,PT,10063685,C0271560,Lymphocytic hypophysitis,PT,2.495713,2.95491,0.893617,0.893617,0.802104,0.941903,16.144847,2.085436,0,0,0,0,0,1,0,0
10012267,C0497327,Dementia,PT,10078821,C0795889,Allan-Herndon-Dudley syndrome,PT,1.380067,3.178054,0.857143,0.461538,0.445841,0.762929,13.080297,1.689494,0,0,0,0,0,1,0,0
10012267,C0497327,Dementia,PT,10078822,C4551624,Primary familial brain calcification,PT,1.803004,3.465736,0.896552,0.553191,0.595329,0.854748,14.654522,1.892826,0,0,0,0,0,0,0,0
10012267,C0497327,Dementia,PT,10063354,C0339731,Charles Bonnet syndrome,PT,1.394798,3.178054,0.904762,0.863636,0.451196,0.766822,13.147048,1.698116,0,0,0,0,0,1,0,0
10012267,C0497327,Dementia,PT,10014380,C0235475,Electrocardiogram QRS complex prolonged,PT,0.310871,3.178054,0.75,0.307692,0.07811,0.253126,4.336973,0.56026,0,0,0,0,0,1,0,0
10012267,C0497327,Dementia,PT,10050515,C2364082,Hyposmia,PT,0.937562,2.95491,0.878049,0.857143,0.285161,0.614742,10.53966,1.361337,0,0,0,0,0,1,0,0
10012267,C0497327,Dementia,PT,10014567,C0014008,Empty sella syndrome,PT,0.938672,2.95491,0.878049,0.818182,0.285404,0.615025,10.53966,1.361479,0,0,0,0,0,1,0,0
10012267,C0497327,Dementia,PT,10012669,C0020457,Diabetic hyperosmolar coma,PT,0.938759,2.95491,0.878049,0.62069,0.285423,0.615047,10.53966,1.36149,0,0,0,0,0,1,0,0
