PT_CODE_1,CUI_1,TERM_1,TTY_1,PT_CODE_2,CUI_2,TERM_2,TTY_2,INTRINSIC_LCH,LCH,WUPALMER,WUPALMER_PERL,SOKAL,INTRINSIC_LIN,INTRINSIC_RESNIK,NATURE_NORM,MAX_METRIC,AUTOLIST,SMQ_CODE,HLT,HLGT,IN_SNOMED,INCLUDE,POSCTRL
10007554,C0018801,Cardiac failure,PT,10003665,C0853343,Atrial septal defect acquired,PT,1.741807,3.178054,0.904762,0.716981,0.569337,0.840967,14.166778,1.837161,0,0,0,0,0,1,0,0
10007554,C0018801,Cardiac failure,PT,10051592,C0948089,Acute coronary syndrome,PT,1.740368,3.178054,0.904762,0.826087,0.568918,0.840738,14.166778,1.837047,0,0,0,0,0,1,0,0
10007554,C0018801,Cardiac failure,PT,10009245,C0159658,Clavicle fracture,PT,0.909316,3.178054,0.875,0.608696,0.266834,0.5928,9.912116,1.287612,0,0,0,0,0,1,0,0
10007554,C0018801,Cardiac failure,PT,10069658,C2721728,HIV cardiomyopathy,PT,1.740368,3.465736,0.926829,0.826087,0.568918,0.840738,14.166778,1.837047,0,0,0,0,0,0,0,0
10007554,C0018801,Cardiac failure,PT,10080569,C4552187,Cardiac iron overload,PT,1.740368,3.465736,0.926829,0.808511,0.568918,0.840738,14.166778,1.837047,0,0,0,0,0,0,0,0
10007554,C0018801,Cardiac failure,PT,10080462,C0158287,Thoracic spinal stenosis,PT,0.901864,3.178054,0.875,0.651163,0.265273,0.590868,9.912116,1.286646,0,0,0,0,0,1,0,0
10007554,C0018801,Cardiac failure,PT,10034708,C0031190,Persistent foetal circulation,PT,0.896019,3.178054,0.875,0.571429,0.264053,0.589351,9.912116,1.285887,0,0,0,0,0,1,0,0
10007554,C0018801,Cardiac failure,PT,10054716,C0015397,Disorder of globe,PT,0.438826,3.178054,0.5,0.114286,0.045102,0.158907,2.115938,0.291047,0,0,0,0,0,1,0,0
10007554,C0018801,Cardiac failure,PT,10048632,C0340517,Atrial thrombosis,PT,1.266515,3.178054,0.894737,0.772727,0.397785,0.725437,12.189382,1.581657,0,0,0,0,0,1,1,0
10007554,C0018801,Cardiac failure,PT,10048623,C0340278,Atrial hypertrophy,PT,1.26617,3.178054,0.894737,0.809524,0.397694,0.725361,12.189382,1.581619,0,0,0,0,0,1,1,0
10007554,C0018801,Cardiac failure,PT,10048815,C0232201,Sinus rhythm,PT,0.557731,3.178054,0.777778,0.378378,0.148987,0.411861,6.924383,0.898369,0,0,0,0,0,1,0,0
10007554,C0018801,Cardiac failure,PT,10080963,C4552295,Neurogenic tumour,PT,1.121912,3.178054,0.882353,0.810811,0.345899,0.678999,11.441411,1.483641,0,0,0,0,0,0,0,0
10007554,C0018801,Cardiac failure,PT,10042772,C0039070,Syncope,PT,0.800076,3.178054,0.866667,0.684211,0.227584,0.540981,9.018788,1.172369,0,0,0,0,0,1,0,0
10007554,C0018801,Cardiac failure,PT,10008267,C0007871,Cervical incompetence,PT,0.671157,3.178054,0.866667,0.604651,0.18645,0.478277,8.043469,1.043485,0,0,0,0,0,1,0,0
10007554,C0018801,Cardiac failure,PT,10069393,C0265868,Chiari network,PT,1.257825,3.178054,0.894737,0.576271,0.395481,0.723515,12.189382,1.580696,0,0,0,0,0,1,0,0
10007554,C0018801,Cardiac failure,PT,10028612,C0152961,Myocarditis meningococcal,PT,1.742439,3.178054,0.904762,0.844444,0.569521,0.841067,14.166778,1.837211,0,0,0,0,0,1,0,0
10007554,C0018801,Cardiac failure,PT,10027469,C0153677,Metastases to the mediastinum,PT,1.136395,3.178054,0.882353,0.666667,0.349489,0.68244,11.441411,1.485361,0,0,0,0,0,1,0,0
10007554,C0018801,Cardiac failure,PT,10069571,C0004331,Atrioventricular dissociation,PT,1.257253,3.178054,0.894737,0.829268,0.39533,0.723388,12.189382,1.580632,0,0,0,0,0,1,0,0
10007554,C0018801,Cardiac failure,PT,10043563,C0836924,Thrombocytosis,PT,0.336471,3.178054,0.75,0.3,0.080048,0.25819,4.336973,0.562792,0,0,0,0,0,1,0,0
10007554,C0018801,Cardiac failure,PT,10067502,C1295585,Decreased vibratory sense,PT,0.332405,3.178054,0.75,0.27907,0.079737,0.257381,4.336973,0.562388,0,0,0,0,0,1,0,0
10007554,C0018801,Cardiac failure,PT,10058039,C1142256,Cardiac perforation,PT,0.470715,3.178054,0.6,0.222222,0.121949,0.357139,6.017928,0.780362,0,0,0,0,0,0,0,0
10007554,C0018801,Cardiac failure,PT,10059027,C1142166,Brugada syndrome,PT,1.257253,3.178054,0.894737,0.809524,0.39533,0.723388,12.189382,1.580632,0,0,0,0,0,1,0,0
10007554,C0018801,Cardiac failure,PT,10027076,C0240318,Mediastinal mass,PT,1.263836,3.178054,0.882353,0.714286,0.382017,0.712037,11.441411,1.50016,0,0,0,0,0,1,0,0
10007554,C0018801,Cardiac failure,PT,10015677,C0019322,Exomphalos,PT,0.678446,3.178054,0.866667,0.577778,0.187622,0.4802,8.043469,1.044447,0,0,0,0,0,1,0,0
10007554,C0018801,Cardiac failure,PT,10043674,C0278848,Thymoma malignant recurrent,PT,1.121912,3.178054,0.882353,0.666667,0.345899,0.678999,11.441411,1.483641,0,0,0,0,0,0,0,0
10007554,C0018801,Cardiac failure,PT,10002329,C0002940,Aneurysm,PT,0.897771,3.178054,0.866667,0.604651,0.246461,0.566778,9.018788,1.185268,0,0,0,0,0,1,0,0
10007554,C0018801,Cardiac failure,PT,10086078,C4015474,Chronic atrial and intestinal dysrhythmia syndrome,PT,1.257253,3.178054,0.894737,0.62963,0.39533,0.723388,12.189382,1.580632,0,0,0,0,0,1,0,0
10007554,C0018801,Cardiac failure,PT,10057926,C1141890,Long QT syndrome congenital,PT,1.277555,3.178054,0.894737,0.790698,0.400722,0.727869,12.189382,1.582873,0,0,0,0,0,1,0,0
10007554,C0018801,Cardiac failure,PT,10056472,C1112191,Ventricular hyperkinesia,PT,1.556695,2.95491,0.878049,0.878049,0.504154,0.802645,13.524889,1.753811,0,0,0,0,0,0,1,0
10007554,C0018801,Cardiac failure,PT,10001052,C0035222,Acute respiratory distress syndrome,PT,2.325037,3.178054,0.909091,0.816327,0.753214,0.924291,15.555948,2.01774,0,0,0,0,0,1,0,0
10007554,C0018801,Cardiac failure,PT,10036984,C0340359,Prosthetic valve endocarditis,PT,1.257253,3.178054,0.894737,0.708333,0.39533,0.723388,12.189382,1.580632,0,0,0,0,0,1,0,0
10007554,C0018801,Cardiac failure,PT,10057466,C1112641,Tricuspid valve calcification,PT,1.257253,3.178054,0.894737,0.653846,0.39533,0.723388,12.189382,1.580632,0,0,0,0,0,1,0,0
10007554,C0018801,Cardiac failure,PT,10058177,C0242407,Hyperkinetic heart syndrome,PT,2.042954,3.465736,0.923077,0.9,0.669328,0.890068,14.998006,1.944835,0,0,0,0,0,1,1,0
10007554,C0018801,Cardiac failure,PT,10058222,C1144799,Hypertensive cardiomyopathy,PT,1.740368,3.465736,0.926829,0.926829,0.568918,0.840738,14.166778,1.837047,0,0,0,0,0,0,0,0
10007554,C0018801,Cardiac failure,PT,10058968,C1142152,Heart valve calcification,PT,0.931289,3.178054,0.857143,0.705882,0.277187,0.605357,10.200501,1.322729,0,0,0,0,0,1,0,0
10007554,C0018801,Cardiac failure,PT,10007515,C0018790,Cardiac arrest,PT,1.322058,3.178054,0.894737,0.809524,0.412667,0.737564,12.189382,1.58772,0,0,0,0,0,1,0,0
