PT_CODE_1,CUI_1,TERM_1,TTY_1,PT_CODE_2,CUI_2,TERM_2,TTY_2,INTRINSIC_LCH,LCH,WUPALMER,WUPALMER_PERL,SOKAL,INTRINSIC_LIN,INTRINSIC_RESNIK,NATURE_NORM,MAX_METRIC,AUTOLIST,SMQ_CODE,HLT,HLGT,IN_SNOMED,INCLUDE,POSCTRL
10038695,C1145670,Respiratory failure,PT,10081101,C0544691,Hanging,PT,1.033745,2.95491,0.666667,0.3125,0.334818,0.668149,11.986995,1.532774,0,0,0,0,0,0,0,0
10038695,C1145670,Respiratory failure,PT,10080883,C0268559,Hyperglycinaemia,PT,2.023579,2.618438,0.862745,0.830189,0.677768,0.893768,15.972113,2.044095,0,0,0,0,0,1,0,0
10038695,C1145670,Respiratory failure,PT,10080593,C0033805,Pseudohypoaldosteronism,PT,1.168419,2.95491,0.615385,0.163265,0.382953,0.712849,12.761143,1.632539,0,0,0,0,0,1,0,0
10038695,C1145670,Respiratory failure,PT,10069675,C2721740,Ventilation perfusion mismatch,PT,0.477351,3.178054,0.714286,0.3125,0.143052,0.400383,7.183108,0.918502,0,0,0,0,1,0,0,1
10038695,C1145670,Respiratory failure,PT,10042033,C0038325,Stevens-Johnson syndrome,PT,0.759638,3.178054,0.866667,0.481481,0.23731,0.554485,9.942822,1.271525,0,0,0,0,0,1,0,0
10038695,C1145670,Respiratory failure,PT,10051895,C0742343,Acute chest syndrome,PT,0.760653,3.178054,0.866667,0.577778,0.237505,0.554751,9.942822,1.271658,0,0,0,0,0,1,0,0
10038695,C1145670,Respiratory failure,PT,10069363,C0273115,Traumatic lung injury,PT,0.812066,3.178054,0.866667,0.541667,0.247557,0.568225,9.942822,1.278395,0,0,0,0,0,1,0,0
10038695,C1145670,Respiratory failure,PT,10080898,C0751792,Nervous system injury,PT,0.726118,3.178054,0.714286,0.243902,0.16504,0.441543,6.54512,0.875284,0,0,0,0,0,1,0,0
10038695,C1145670,Respiratory failure,PT,10009196,C0235531,Circulatory failure neonatal,PT,1.656518,2.95491,0.666667,0.181818,0.558282,0.834862,14.974922,1.914923,0,0,0,0,0,1,0,0
10038695,C1145670,Respiratory failure,PT,10051899,C0948202,Anaemic hypoxia,PT,1.143776,3.178054,0.714286,0.3125,0.374714,0.705629,12.659421,1.618757,0,0,0,0,1,0,0,1
10038695,C1145670,Respiratory failure,PT,10034708,C0031190,Persistent foetal circulation,PT,0.762319,3.178054,0.866667,0.481481,0.237826,0.555189,9.942822,1.271877,0,0,0,0,0,1,0,0
10038695,C1145670,Respiratory failure,PT,10015218,C0014742,Erythema multiforme,PT,0.421017,3.178054,0.857143,0.48,0.12325,0.35992,6.41583,0.821543,0,0,0,0,0,1,0,0
10038695,C1145670,Respiratory failure,PT,10053507,C0266122,Cleft uvula,PT,0.75858,3.178054,0.866667,0.464286,0.237106,0.554207,9.942822,1.271386,0,0,0,0,0,1,0,0
10038695,C1145670,Respiratory failure,PT,10069444,C2721605,Bronchial metaplasia,PT,0.477351,3.178054,0.714286,0.3125,0.143052,0.400383,7.183108,0.918502,0,0,0,0,1,0,0,1
10038695,C1145670,Respiratory failure,PT,10058553,C0434014,Diaphragmatic injury,PT,0.765551,3.178054,0.866667,0.530612,0.238449,0.556037,9.942822,1.272301,0,0,0,0,0,1,0,0
10038695,C1145670,Respiratory failure,PT,10089535,C0266103,Nasopalatine duct cyst,PT,0.75858,3.178054,0.866667,0.5,0.237106,0.554207,9.942822,1.271386,0,0,0,0,0,1,0,0
10038695,C1145670,Respiratory failure,PT,10088873,C5780508,Morel-Lavallee seroma,PT,0.422227,3.178054,0.714286,0.3125,0.125561,0.364821,6.54512,0.836923,0,0,0,0,0,0,0,0
10038695,C1145670,Respiratory failure,PT,10027469,C0153677,Metastases to the mediastinum,PT,0.768629,3.178054,0.866667,0.52,0.239044,0.556844,9.942822,1.272704,0,0,0,0,0,1,0,0
10038695,C1145670,Respiratory failure,PT,10028973,C4281993,Neonatal respiratory distress,PT,2.04157,2.95491,0.864865,0.64,0.683921,0.896427,16.060783,2.054292,0,0,1,0,0,1,1,1
10038695,C1145670,Respiratory failure,PT,10027076,C0240318,Mediastinal mass,PT,0.855096,3.178054,0.866667,0.553191,0.256214,0.57946,9.942822,1.284012,0,0,0,0,0,1,0,0
10038695,C1145670,Respiratory failure,PT,10035722,C0339976,Pneumonia measles,PT,0.758912,3.178054,0.866667,0.481481,0.23717,0.554295,9.942822,1.27143,0,0,0,0,0,1,0,0
10038695,C1145670,Respiratory failure,PT,10026956,C0024958,Maxillofacial sinus neoplasm,PT,0.765198,3.178054,0.866667,0.565217,0.238381,0.555944,9.942822,1.272254,0,0,0,0,0,1,0,0
10038695,C1145670,Respiratory failure,PT,10015688,C1442903,Exostosis,PT,0.432244,3.178054,0.857143,0.48,0.124522,0.362624,6.41583,0.822895,0,0,0,0,0,1,0,0
10038695,C1145670,Respiratory failure,PT,10026702,C0153470,Malignant splenic neoplasm,PT,0.420808,3.178054,0.857143,0.444444,0.123226,0.359869,6.41583,0.821518,0,0,0,0,0,1,0,0
10038695,C1145670,Respiratory failure,PT,10058467,C0242379,Lung neoplasm malignant,PT,0.85925,3.178054,0.866667,0.541667,0.257062,0.580542,9.942822,1.284553,0,0,0,0,0,1,0,0
