PT_CODE_1,CUI_1,TERM_1,TTY_1,PT_CODE_2,CUI_2,TERM_2,TTY_2,INTRINSIC_LCH,LCH,WUPALMER,WUPALMER_PERL,SOKAL,INTRINSIC_LIN,INTRINSIC_RESNIK,NATURE_NORM,MAX_METRIC,AUTOLIST,SMQ_CODE,HLT,HLGT,IN_SNOMED,INCLUDE,POSCTRL
10018304,C0017601,Glaucoma,PT,10063095,C0018121,Gradenigo's syndrome,PT,1.371335,3.178054,0.888889,0.727273,0.448599,0.764941,13.357329,1.718203,0,0,0,0,0,1,0,0
10018304,C0017601,Glaucoma,PT,10054717,C0029182,Disorder of orbit,PT,1.637525,3.465736,0.896552,0.764706,0.469527,0.779757,10.722058,1.462084,0,0,0,0,0,1,0,0
10018304,C0017601,Glaucoma,PT,10019895,C0029125,Hereditary optic atrophy,PT,1.165655,3.178054,0.888889,0.761905,0.370129,0.701538,12.119421,1.562711,0,0,0,0,0,1,0,0
10018304,C0017601,Glaucoma,PT,10040767,C1527336,Sjogren's syndrome,PT,0.974415,3.465736,0.903226,0.636364,0.303701,0.635656,11.075271,1.425355,0,0,0,0,0,1,0,0
10018304,C0017601,Glaucoma,PT,10063185,C0423428,Macular scar,PT,1.350779,3.178054,0.888889,0.680851,0.440764,0.759188,13.241661,1.70376,0,0,0,0,0,1,0,0
10018304,C0017601,Glaucoma,PT,10062766,C0271093,Stargardt's disease,PT,2.015589,3.178054,0.904762,0.826087,0.669517,0.890152,15.539707,1.999047,0,0,0,0,0,1,0,0
10018304,C0017601,Glaucoma,PT,10062942,C0338502,Optic nerve hypoplasia,PT,2.440899,3.178054,0.904762,0.826087,0.79098,0.93803,16.349386,2.103954,0,0,0,0,0,1,0,0
10018304,C0017601,Glaucoma,PT,10080898,C0751792,Nervous system injury,PT,1.065692,3.465736,0.842105,0.444444,0.271987,0.599103,8.593887,1.15894,0,0,0,0,0,1,0,0
10018304,C0017601,Glaucoma,PT,10080941,C4552285,Optic disc pigmentation,PT,0.661084,3.465736,0.842105,0.421053,0.195023,0.49215,8.593887,1.105464,0,0,0,0,0,1,0,0
10018304,C0017601,Glaucoma,PT,10054716,C0015397,Disorder of globe,PT,1.688873,3.871201,0.933333,0.8,0.492613,0.79523,11.075271,1.505142,0,0,0,0,0,1,1,0
10018304,C0017601,Glaucoma,PT,10052134,C1271398,Pigment dispersion syndrome,PT,1.443349,3.178054,0.888889,0.8,0.474257,0.782999,13.656051,1.757105,0,0,0,0,0,1,0,0
10018304,C0017601,Glaucoma,PT,10025016,C0154735,Lumbosacral plexus lesion,PT,0.74545,3.465736,0.842105,0.390244,0.209432,0.514481,8.593887,1.116629,0,0,0,0,0,1,0,0
