PT_CODE_1,CUI_1,TERM_1,TTY_1,PT_CODE_2,CUI_2,TERM_2,TTY_2,INTRINSIC_LCH,LCH,WUPALMER,WUPALMER_PERL,SOKAL,INTRINSIC_LIN,INTRINSIC_RESNIK,NATURE_NORM,MAX_METRIC,AUTOLIST,SMQ_CODE,HLT,HLGT,IN_SNOMED,INCLUDE,POSCTRL
10028596,C0027051,Myocardial infarction,PT,10003665,C0853343,Atrial septal defect acquired,PT,1.521148,3.178054,0.904762,0.666667,0.508044,0.805099,14.308852,1.833435,0,0,0,0,0,1,0,0
10028596,C0027051,Myocardial infarction,PT,10028413,C0344305,Myalgia intercostal,PT,1.874281,2.95491,0.883721,0.791667,0.62899,0.871488,15.492771,1.985021,0,0,0,0,0,1,0,0
10028596,C0027051,Myocardial infarction,PT,10051592,C0948089,Acute coronary syndrome,PT,1.874281,3.465736,0.926829,0.76,0.62899,0.871488,15.492771,1.985021,0,0,1,1,1,1,1,1
10028596,C0027051,Myocardial infarction,PT,10069658,C2721728,HIV cardiomyopathy,PT,1.484819,3.465736,0.926829,0.76,0.495183,0.796899,14.166778,1.815127,0,0,0,0,0,0,0,0
10028596,C0027051,Myocardial infarction,PT,10069363,C0273115,Traumatic lung injury,PT,2.137805,3.178054,0.913043,0.893617,0.705299,0.90542,15.695286,2.022239,0,0,0,0,0,1,0,0
10028596,C0027051,Myocardial infarction,PT,10080898,C0751792,Nervous system injury,PT,1.114764,3.465736,0.896552,0.65,0.296918,0.628148,9.208681,1.234942,0,0,0,0,0,1,0,0
10028596,C0027051,Myocardial infarction,PT,10080569,C4552187,Cardiac iron overload,PT,1.484819,3.465736,0.926829,0.745098,0.495183,0.796899,14.166778,1.815127,0,0,0,0,0,0,0,0
10028596,C0027051,Myocardial infarction,PT,10048623,C0340278,Atrial hypertrophy,PT,1.205795,3.465736,0.923077,0.782609,0.393396,0.721765,12.798017,1.640684,0,0,0,0,0,1,0,0
10028596,C0027051,Myocardial infarction,PT,10080787,C3874318,Wellens' syndrome,PT,1.874281,3.465736,0.926829,0.844444,0.62899,0.871488,15.492771,1.985021,0,0,0,1,1,1,0,1
10028596,C0027051,Myocardial infarction,PT,10069393,C0265868,Chiari network,PT,1.197937,3.465736,0.923077,0.571429,0.391333,0.720024,12.798017,1.639814,0,0,0,0,0,1,0,0
10028596,C0027051,Myocardial infarction,PT,10028612,C0152961,Myocarditis meningococcal,PT,1.486422,3.178054,0.904762,0.77551,0.49564,0.797195,14.166778,1.815275,0,0,0,0,0,1,0,0
10028596,C0027051,Myocardial infarction,PT,10059025,C1142164,Coronary bypass thrombosis,PT,1.777316,2.95491,0.883721,0.844444,0.596867,0.855539,15.209238,1.948693,0,0,1,0,0,0,0,1
10028596,C0027051,Myocardial infarction,PT,10056472,C1112191,Ventricular hyperkinesia,PT,1.519993,3.178054,0.904762,0.844444,0.507713,0.804891,14.308852,1.833331,0,0,0,0,0,0,0,0
10028596,C0027051,Myocardial infarction,PT,10057466,C1112641,Tricuspid valve calcification,PT,1.197399,3.465736,0.923077,0.642857,0.391192,0.719905,12.798017,1.639754,0,0,0,0,0,1,0,0
10028596,C0027051,Myocardial infarction,PT,10058222,C1144799,Hypertensive cardiomyopathy,PT,1.484819,3.465736,0.926829,0.844444,0.495183,0.796899,14.166778,1.815127,0,0,0,0,0,0,0,0
10028596,C0027051,Myocardial infarction,PT,10051307,C0238309,Ischaemic neuropathy,PT,0.706469,3.465736,0.896552,0.565217,0.214065,0.521412,9.208681,1.181574,0,0,0,0,0,1,0,0
10028596,C0027051,Myocardial infarction,PT,10063452,C0339478,Arteriosclerotic retinopathy,PT,1.800088,2.95491,0.888889,0.869565,0.604494,0.859425,15.278315,1.957544,0,0,0,0,0,1,0,0
10028596,C0027051,Myocardial infarction,PT,10078980,C0920715,Myocardial hypoxia,PT,1.519993,3.178054,0.904762,0.844444,0.507713,0.804891,14.308852,1.833331,0,0,0,0,0,0,0,0
10028596,C0027051,Myocardial infarction,PT,10001029,C0155919,Acute pulmonary oedema,PT,1.508197,2.95491,0.883721,0.77551,0.501848,0.80118,14.166778,1.817268,0,0,0,0,0,1,0,0
