PT_CODE_1,CUI_1,TERM_1,TTY_1,PT_CODE_2,CUI_2,TERM_2,TTY_2,INTRINSIC_LCH,LCH,WUPALMER,WUPALMER_PERL,SOKAL,INTRINSIC_LIN,INTRINSIC_RESNIK,NATURE_NORM,MAX_METRIC,AUTOLIST,SMQ_CODE,HLT,HLGT,IN_SNOMED,INCLUDE,POSCTRL
10022611,C0206062,Interstitial lung disease,PT,10080547,C4551465,Small airways disease,PT,0.4742,2.618438,0.461538,0.24,0.12212,0.357506,6.005616,0.779315,0,0,1,0,0,0,0,1
10022611,C0206062,Interstitial lung disease,PT,10081070,C4552339,Spontaneous heparin-induced thrombocytopenia syndrome,PT,0.525359,3.465736,0.666667,0.15,0.138326,0.391033,6.568836,0.8524,0,0,0,0,0,0,0,0
10022611,C0206062,Interstitial lung disease,PT,10040767,C1527336,Sjogren's syndrome,PT,0.87601,3.465736,0.914286,0.761905,0.255844,0.578985,9.703863,1.259879,0,0,0,0,0,1,0,0
10022611,C0206062,Interstitial lung disease,PT,10062767,C0342409,Hypophysitis,PT,0.528352,3.465736,0.666667,0.139535,0.1387,0.391781,6.568836,0.852774,0,0,0,0,0,1,0,0
10022611,C0206062,Interstitial lung disease,PT,10051895,C0742343,Acute chest syndrome,PT,1.468416,3.465736,0.918919,0.894737,0.471028,0.78079,13.102488,1.700644,0,0,0,0,0,1,0,0
10022611,C0206062,Interstitial lung disease,PT,10069363,C0273115,Traumatic lung injury,PT,1.57567,3.465736,0.918919,0.829268,0.501686,0.801077,13.102488,1.710787,0,0,0,0,0,1,0,0
10022611,C0206062,Interstitial lung disease,PT,10069520,C2721654,Adverse event following immunisation,PT,0.525359,3.465736,0.666667,0.24,0.138326,0.391033,6.568836,0.8524,0,0,0,0,0,0,0,0
10022611,C0206062,Interstitial lung disease,PT,10015226,C0014743,Erythema nodosum,PT,0.529017,3.465736,0.666667,0.130435,0.138784,0.391947,6.568836,0.852857,0,0,0,0,0,1,0,0
10022611,C0206062,Interstitial lung disease,PT,10015213,C0014741,Erythema induratum,PT,0.871245,3.465736,0.914286,0.64,0.254873,0.577741,9.703863,1.259257,0,0,0,0,0,1,0,0
10022611,C0206062,Interstitial lung disease,PT,10069393,C0265868,Chiari network,PT,1.096058,3.465736,0.909091,0.526316,0.335413,0.66874,11.231958,1.457566,0,0,0,0,0,1,0,0
10022611,C0206062,Interstitial lung disease,PT,10089050,C5544815,Rhupus syndrome,PT,0.870923,3.465736,0.914286,0.744186,0.254808,0.577657,9.703863,1.259215,0,0,0,0,0,0,0,0
10022611,C0206062,Interstitial lung disease,PT,10078962,C4324396,Immune-mediated hepatitis,PT,0.525359,3.465736,0.666667,0.26087,0.138326,0.391033,6.568836,0.8524,0,0,0,0,0,0,0,0
10022611,C0206062,Interstitial lung disease,PT,10027076,C0240318,Mediastinal mass,PT,1.43664,2.95491,0.857143,0.75,0.444448,0.761907,12.203339,1.601287,0,0,0,0,0,1,0,0
